,loss,accuracy,val_loss,val_accuracy
0,0.9383503198623657,0.7101501226425171,0.4324764907360077,0.8822184205055237
1,0.3210100531578064,0.9015368223190308,0.24470849335193634,0.9130932092666626
2,0.22261355817317963,0.9303073883056641,0.15205572545528412,0.9485419988632202
3,0.17492657899856567,0.9426376223564148,0.10511184483766556,0.9708404541015625
4,0.1262795776128769,0.9612222909927368,0.0956219956278801,0.9719839692115784
5,0.10079528391361237,0.9699785709381104,0.09094168245792389,0.9719839692115784
6,0.08420158922672272,0.9728377461433411,0.06676933169364929,0.980560302734375
7,0.07135198265314102,0.9790921807289124,0.055719099938869476,0.980560302734375
8,0.060463644564151764,0.9814152717590332,0.07198552042245865,0.9742709994316101
9,0.053113434463739395,0.9840958118438721,0.05236155539751053,0.9834191203117371
10,0.04757926985621452,0.9840958118438721,0.051546018570661545,0.9845626354217529
11,0.03961282595992088,0.9880271553993225,0.04736170917749405,0.985706090927124
12,0.03223765641450882,0.9914224743843079,0.06193944066762924,0.9799885749816895
13,0.02850286103785038,0.9930307269096375,0.053849004209041595,0.9862778782844543
14,0.02663508802652359,0.9924946427345276,0.055721160024404526,0.9811320900917053
15,0.02501414716243744,0.9933881163597107,0.04360480606555939,0.9879931211471558
16,0.028681008145213127,0.9921372532844543,0.04201048985123634,0.9868496060371399
17,0.020446831360459328,0.9942816495895386,0.04204228147864342,0.9874213933944702
18,0.01674969121813774,0.996783435344696,0.0316140353679657,0.9902801513671875
19,0.015396041795611382,0.9958899021148682,0.03241431713104248,0.9874213933944702
20,0.01445296872407198,0.9962472915649414,0.027793871238827705,0.9925671815872192
21,0.01903616636991501,0.9944603443145752,0.024524718523025513,0.9925671815872192
22,0.014052186161279678,0.9966047406196594,0.022510048002004623,0.9914236664772034
23,0.015204614028334618,0.9957112073898315,0.03887100890278816,0.9874213933944702
24,0.01672695018351078,0.9948177337646484,0.037873879075050354,0.989708423614502
25,0.011093277484178543,0.9969621300697327,0.026158532127738,0.9908519387245178
26,0.008495465852320194,0.9980342984199524,0.028314823284745216,0.9925671815872192
27,0.012723643332719803,0.9960685968399048,0.02812756411731243,0.9908519387245178
28,0.014819246716797352,0.9960685968399048,0.033322446048259735,0.9885649085044861
29,0.010075380094349384,0.9974982142448425,0.02874038740992546,0.9902801513671875
30,0.00931839644908905,0.9973195195198059,0.03680034354329109,0.9879931211471558
31,0.014674648642539978,0.9953538179397583,0.037879619747400284,0.989708423614502
32,0.017825590446591377,0.994102954864502,0.0663548931479454,0.9799885749816895
33,0.02397593855857849,0.9928520321846008,0.023975448682904243,0.9931389093399048
34,0.008187275379896164,0.9978556036949158,0.0373646505177021,0.989708423614502
35,0.009547028690576553,0.9962472915649414,0.03432300314307213,0.9908519387245178
36,0.014165742322802544,0.9964260458946228,0.03350810706615448,0.9902801513671875
37,0.012855622917413712,0.9949964284896851,0.03310341015458107,0.989708423614502
38,0.01078873686492443,0.996783435344696,0.03873968496918678,0.9879931211471558
39,0.010493406094610691,0.9974982142448425,0.043872907757759094,0.9879931211471558
40,0.012038112618029118,0.996783435344696,0.03425556793808937,0.989708423614502
41,0.009816190227866173,0.9960685968399048,0.029955485835671425,0.9908519387245178
42,0.008542935363948345,0.9971408247947693,0.04203568771481514,0.989708423614502
43,0.007095821667462587,0.9983916878700256,0.03143387287855148,0.9919954538345337
44,0.003422801150009036,0.9987490773200989,0.02530597522854805,0.9925671815872192
45,0.00441388413310051,0.9989278316497803,0.028611356392502785,0.9925671815872192
46,0.0022297336254268885,0.9992852210998535,0.02472802624106407,0.9931389093399048
47,0.005643962882459164,0.9989278316497803,0.024644313380122185,0.9925671815872192
48,0.005339449271559715,0.9983916878700256,0.019744671881198883,0.9937106966972351
49,0.007615392096340656,0.9974982142448425,0.06158039718866348,0.9822756052017212
50,0.015488123521208763,0.9955325126647949,0.02930639684200287,0.9908519387245178
51,0.007578514516353607,0.9969621300697327,0.035025663673877716,0.9874213933944702
52,0.014934942126274109,0.9946390390396118,0.08292332291603088,0.9817038178443909
53,0.012801450677216053,0.9953538179397583,0.047023624181747437,0.9885649085044861
54,0.012504101730883121,0.9955325126647949,0.06051510572433472,0.9874213933944702
55,0.008734544739127159,0.9969621300697327,0.05316675826907158,0.9879931211471558
56,0.006345394533127546,0.9978556036949158,0.041858598589897156,0.9891366362571716
57,0.006830417085438967,0.9980342984199524,0.03826257959008217,0.9908519387245178
58,0.008208369836211205,0.9971408247947693,0.030230311676859856,0.989708423614502
59,0.005557969678193331,0.9980342984199524,0.02654004655778408,0.9925671815872192
60,0.0062080491334199905,0.9980342984199524,0.03698942810297012,0.9914236664772034
61,0.0029548886232078075,0.9989278316497803,0.035521719604730606,0.9919954538345337
62,0.0028370183426886797,0.9998213052749634,0.042364973574876785,0.9908519387245178
63,0.005933503154665232,0.9985703825950623,0.05962994322180748,0.9868496060371399
64,0.007913685403764248,0.9978556036949158,0.035019610077142715,0.9891366362571716
65,0.006098317913711071,0.998212993144989,0.035355255007743835,0.9908519387245178
66,0.004864751361310482,0.9976769089698792,0.03261835128068924,0.989708423614502
67,0.016237765550613403,0.9958899021148682,0.04398611932992935,0.9879931211471558
68,0.005272878333926201,0.9987490773200989,0.03439929708838463,0.9885649085044861
69,0.004131224937736988,0.9985703825950623,0.042843934148550034,0.989708423614502
70,0.004252577666193247,0.9980342984199524,0.03166022524237633,0.9919954538345337
71,0.002360037062317133,0.9992852210998535,0.030374370515346527,0.9925671815872192
72,0.0051340823993086815,0.998212993144989,0.029815927147865295,0.9925671815872192
73,0.008463622070848942,0.9971408247947693,0.02694878540933132,0.9914236664772034
74,0.009325467981398106,0.9966047406196594,0.06030517444014549,0.9834191203117371
75,0.005598554387688637,0.9974982142448425,0.06517676264047623,0.985706090927124
76,0.009714838117361069,0.9958899021148682,0.03638487309217453,0.9908519387245178
77,0.008334139361977577,0.9971408247947693,0.0635918378829956,0.985706090927124
78,0.004210131708532572,0.9983916878700256,0.04540221765637398,0.9885649085044861
79,0.008471854031085968,0.9973195195198059,0.03313909471035004,0.989708423614502
80,0.008647666312754154,0.9973195195198059,0.03666159138083458,0.9868496060371399
81,0.0033709979616105556,0.9991065263748169,0.03024529479444027,0.9925671815872192
82,0.0009842737345024943,0.9996426105499268,0.027259381487965584,0.9925671815872192
83,0.003329423489049077,0.9987490773200989,0.0215461328625679,0.994854211807251
84,0.00562781048938632,0.9985703825950623,0.037228308618068695,0.9919954538345337
85,0.00686442106962204,0.9978556036949158,0.03422941267490387,0.9925671815872192
86,0.0032018697820603848,0.9987490773200989,0.037732306867837906,0.9902801513671875
87,0.0006288147997111082,1.0,0.026639416813850403,0.9925671815872192
88,0.0016982413362711668,0.9996426105499268,0.036158911883831024,0.9914236664772034
89,0.00937363039702177,0.9960685968399048,0.034946806728839874,0.9914236664772034
90,0.009942936711013317,0.9971408247947693,0.03171563893556595,0.994854211807251
91,0.011468400247395039,0.9964260458946228,0.08429349958896637,0.9851343631744385
92,0.004548975266516209,0.998212993144989,0.030618611723184586,0.9925671815872192
93,0.005601044744253159,0.9980342984199524,0.02816907875239849,0.9937106966972351
94,0.003672948107123375,0.9987490773200989,0.02803688868880272,0.9937106966972351
95,0.0032562080305069685,0.9991065263748169,0.029634762555360794,0.9931389093399048
96,0.0023721728939563036,0.9991065263748169,0.023193001747131348,0.9942824244499207
97,0.0006971319089643657,0.9998213052749634,0.030306486412882805,0.9919954538345337
98,0.00489730853587389,0.998212993144989,0.050613731145858765,0.9868496060371399
99,0.004163218196481466,0.9987490773200989,0.027443777769804,0.9931389093399048
