,loss,accuracy,val_loss,val_accuracy
0,3.5050249099731445,0.42280200123786926,0.8750680685043335,0.7449971437454224
1,0.6792750358581543,0.7973552346229553,0.2992158532142639,0.9165237545967102
2,0.3863183259963989,0.8918870687484741,0.2042275369167328,0.9502573013305664
3,0.2543119788169861,0.9281629920005798,0.17645137012004852,0.9519725441932678
4,0.23239938914775848,0.9360257387161255,0.1677629053592682,0.9565466046333313
5,0.19237913191318512,0.9421014785766602,0.12326626479625702,0.9645511507987976
6,0.15846379101276398,0.9531808495521545,0.15321120619773865,0.9628359079360962
7,0.14638224244117737,0.9605075120925903,0.11689736694097519,0.9611206650733948
8,0.1313171088695526,0.9667619466781616,0.08569679409265518,0.9777015447616577
9,0.13412071764469147,0.9649749994277954,0.09066377580165863,0.975414514541626
10,0.0985555350780487,0.9735525250434875,0.09888613224029541,0.9765580296516418
11,0.09574650228023529,0.9739099144935608,0.07723003625869751,0.9765580296516418
12,0.09532121568918228,0.9751608371734619,0.08150052279233932,0.9799885749816895
13,0.08244097232818604,0.9767691493034363,0.06714946031570435,0.9799885749816895
14,0.09962350875139236,0.9715868234634399,0.09048165380954742,0.9759863018989563
15,0.09341942518949509,0.9758756160736084,0.13616223633289337,0.9708404541015625
16,0.07108073681592941,0.9814152717590332,0.07315631210803986,0.9839908480644226
17,0.09855736047029495,0.9730164408683777,0.10634612292051315,0.9742709994316101
18,0.11758840829133987,0.9708720445632935,0.08519041538238525,0.9765580296516418
19,0.08786273002624512,0.9751608371734619,0.0463082380592823,0.9851343631744385
20,0.06323876976966858,0.9848105907440186,0.06483744829893112,0.9834191203117371
21,0.06357268244028091,0.9823088049888611,0.04476316645741463,0.9868496060371399
22,0.06342371553182602,0.9849892854690552,0.08823806792497635,0.9788450598716736
23,0.06807100027799606,0.9792709350585938,0.09437963366508484,0.9742709994316101
24,0.10069429874420166,0.9753395318984985,0.0948745608329773,0.9771298170089722
25,0.12069574743509293,0.9710507392883301,0.1191486045718193,0.9771298170089722
26,0.09666814655065536,0.9764117002487183,0.0743292048573494,0.9811320900917053
27,0.07108737528324127,0.9812365770339966,0.06673816591501236,0.9845626354217529
28,0.035267312079668045,0.9892780780792236,0.0765654593706131,0.9845626354217529
29,0.0651480183005333,0.9849892854690552,0.05744814872741699,0.9834191203117371
30,0.039404504001140594,0.9880271553993225,0.05183032155036926,0.9862778782844543
